# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = itp1_model
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 900
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.98999999999999999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = itp1_2.data.R
# init = 2 (Default)
# random
#   seed = 1391277319
# output
#   file = itp1_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,muh.1,muh.2,rho,kappa.1,kappa.2,kappa.3,kappa.4,kappa.5,kappa.6,kappa.7,kappa.8,kappa.9,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,L.1.1,L.2.1,L.3.1,L.4.1,L.5.1,L.6.1,L.7.1,L.8.1,L.9.1,L.1.2,L.2.2,L.3.2,L.4.2,L.5.2,L.6.2,L.7.2,L.8.2,L.9.2,L.1.3,L.2.3,L.3.3,L.4.3,L.5.3,L.6.3,L.7.3,L.8.3,L.9.3,L.1.4,L.2.4,L.3.4,L.4.4,L.5.4,L.6.4,L.7.4,L.8.4,L.9.4,L.1.5,L.2.5,L.3.5,L.4.5,L.5.5,L.6.5,L.7.5,L.8.5,L.9.5,L.1.6,L.2.6,L.3.6,L.4.6,L.5.6,L.6.6,L.7.6,L.8.6,L.9.6,L.1.7,L.2.7,L.3.7,L.4.7,L.5.7,L.6.7,L.7.7,L.8.7,L.9.7,L.1.8,L.2.8,L.3.8,L.4.8,L.5.8,L.6.8,L.7.8,L.8.8,L.9.8,L.1.9,L.2.9,L.3.9,L.4.9,L.5.9,L.6.9,L.7.9,L.8.9,L.9.9,muraw.1.1,muraw.2.1,muraw.1.2,muraw.2.2,muraw.1.3,muraw.2.3,muraw.1.4,muraw.2.4,betaraw.1.1,betaraw.2.1,betaraw.1.2,betaraw.2.2,betaraw.1.3,betaraw.2.3,betaraw.1.4,betaraw.2.4,betaraw.1.5,betaraw.2.5,betaraw.1.6,betaraw.2.6,betaraw.1.7,betaraw.2.7,betaraw.1.8,betaraw.2.8,betaraw.1.9,betaraw.2.9,sigma_beta,sigma_h,sigma.1,sigma.2,sigma.3,sigma.4,sigma.5,sigma.6,sigma.7,sigma.8,sigma.9
# Adaptation terminated
# Step size = 0.00642041
# Diagonal elements of inverse mass matrix:
# 1.3196, 1.19205, 0.000219237, 0.00191964, 0.00171029, 0.00186486, 0.00139166, 0.00310359, 0.00322283, 0.00200564, 0.00127622, 0.0022019, 0.00695816, 0.00543472, 0.00851722, 0.00958967, 0.00780668, 0.00557224, 0.00898549, 0.00604345, 0.00563368, 0.000195326, 0.000192687, 0.000181684, 0.000210328, 0.000166449, 0.000203554, 0.000184774, 0.000159869, 0.000144408, 0.000209026, 0.000180937, 0.000224834, 0.000234563, 0.000201024, 0.000157236, 0.000172392, 0.000201804, 0.000183323, 0.00016605, 0.000163986, 0.000218181, 0.000187391, 0.000195806, 0.00018621, 0.000194559, 0.000189236, 0.000183687, 0.000201362, 0.000168602, 0.000188507, 0.000200522, 0.000184614, 0.000217514, 0.00015702, 0.000180455, 0.000159675, 0.259279, 0.28138, 0.328024, 0.482787, 0.332226, 0.247754, 0.313505, 0.245514, 0.707637, 0.742446, 0.704349, 0.845722, 0.885878, 0.736682, 0.947101, 0.757373, 0.788458, 0.790992, 1.01381, 1.06034, 0.825589, 0.876889, 1.11051, 0.716893, 0.662645, 0.949652, 0.825105, 0.112222, 0.000121489, 0.000129482, 0.000113354, 0.000135477, 0.000123711, 0.000135736, 0.000141081, 0.000134396, 0.000129119
-11203.5,0.992741,0.00642041,9,511,0,11270.3,-0.580298,10.0181,0.709263,0.232417,0.176726,0.217312,0.407052,0.2091,0.177687,0.281481,0.252659,0.178976,0.978312,0.00900905,0.00296323,1.61305,1.92244,2.35143,2.10156,-0.63421,-1.14628,1,0.119299,-0.0296528,0.0253803,-0.038071,0.120953,-0.160126,-0.22378,0.100996,0,0.992858,0.117083,0.321179,0.12361,-0.14011,0.0356957,-0.0345267,0.242699,0,0,0.992679,0.206063,0.146337,-0.0824984,-0.0871035,-0.176662,0.0556633,0,0,0,0.923979,-0.113772,0.21831,-0.075361,-0.0135118,0.0911213,0,0,0,0,0.974122,0.0467181,-0.0443223,-0.270521,-0.103526,0,0,0,0,0,0.953463,-0.229764,0.0323062,0.0791959,0,0,0,0,0,0,0.951348,-0.0152499,0.0690514,0,0,0,0,0,0,0,0.918085,0.297804,0,0,0,0,0,0,0,0,0.899473,-0.536153,0.607639,-0.122017,-0.205605,0.266852,-0.731328,-1.98262,-0.231106,0.48002,0.738264,1.00474,0.207092,-0.463792,2.44485,-0.216273,1.07643,-2.61491,-0.0980702,0.162983,-0.491303,2.26275,1.35922,0.389335,-0.0144655,1.39564,-0.465168,0.0946506,2.11855,1.60206,1.29255,1.58031,1.66416,1.34946,1.39056,1.77771,1.3134,1.36365
-11191.7,0.986556,0.00642041,9,511,0,11244.4,-1.6024,10.3555,0.706057,0.221166,0.176009,0.208502,0.387216,0.225145,0.178876,0.286969,0.246455,0.176417,0.943512,0.0214346,0.0144562,1.65952,1.87427,2.35216,1.98819,-0.70149,-1.17369,1,0.108626,-0.038716,0.0706622,-0.0382754,0.0882435,-0.17432,-0.226129,0.10246,0,0.994083,0.0937308,0.322775,0.10832,-0.133938,0.0305987,-0.0454331,0.250485,0,0,0.994845,0.215467,0.156247,-0.0851771,-0.0742333,-0.181841,0.0418237,0,0,0,0.918911,-0.136291,0.212641,-0.0649635,-0.0255837,0.0915407,0,0,0,0,0.9715,0.027529,-0.0481838,-0.264092,-0.110652,0,0,0,0,0,0.959711,-0.22487,0.0373613,0.062762,0,0,0,0,0,0,0.95187,-0.00907832,0.0895444,0,0,0,0,0,0,0,0.917528,0.301519,0,0,0,0,0,0,0,0,0.895274,0.107822,0.459257,0.280541,-0.26721,0.612074,-0.855551,-1.26579,-0.295812,-0.713015,0.518192,-1.65464,-0.333225,0.082519,1.40377,0.896627,2.00021,-1.7926,0.609916,0.67734,0.367127,2.73424,-0.16142,0.410167,-0.00923332,1.11119,0.0595563,0.162466,2.5222,1.58796,1.28427,1.57652,1.67753,1.33784,1.38154,1.78539,1.35027,1.36357
-11201.3,0.987896,0.00642041,9,511,0,11243.6,-2.0534,9.77865,0.706245,0.213778,0.171281,0.214075,0.388985,0.233286,0.174774,0.279918,0.241107,0.174868,1.077,-0.0248884,-0.0120575,1.55054,1.84353,2.31729,2.0284,-0.738386,-1.23291,1,0.117535,-0.0323604,0.0534974,-0.049904,0.0980364,-0.175976,-0.220008,0.104229,0,0.993069,0.106348,0.328529,0.104243,-0.118018,0.025765,-0.0359217,0.248895,0,0,0.993802,0.210911,0.131287,-0.0881466,-0.0773286,-0.198226,0.0430816,0,0,0,0.919088,-0.130782,0.198075,-0.0675855,-0.0437349,0.0979197,0,0,0,0,0.97586,0.0188337,-0.050795,-0.26492,-0.113354,0,0,0,0,0,0.9639,-0.23068,0.0426447,0.0623421,0,0,0,0,0,0,0.949752,-0.0143979,0.0889187,0,0,0,0,0,0,0,0.914818,0.307763,0,0,0,0,0,0,0,0,0.892403,0.168088,0.72279,0.485976,0.0104133,0.783824,-0.769289,-1.19886,-0.0404932,0.127798,1.45377,-1.43885,1.28521,-0.213374,0.786053,0.295903,0.818111,-1.41191,0.666393,0.451752,2.90381,2.83876,-0.013761,0.783072,0.685747,0.424598,-0.661962,0.124709,2.4422,1.58472,1.28698,1.57124,1.63397,1.33332,1.39565,1.78453,1.32736,1.35949
-11191.6,0.999952,0.00642041,9,511,0,11245.2,-2.86409,10.4099,0.702116,0.230283,0.180787,0.217573,0.378307,0.222785,0.167754,0.291334,0.250309,0.183539,1.06134,-0.0084633,-0.00277269,1.68405,1.96967,2.44392,1.93121,-0.868646,-1.26265,1,0.126131,-0.0284457,0.051101,-0.0536356,0.0840689,-0.167055,-0.236237,0.109396,0,0.992014,0.103314,0.33257,0.136873,-0.155018,0.00239438,-0.0329023,0.247676,0,0,0.994242,0.195801,0.126837,-0.0900702,-0.0744164,-0.20288,0.0443136,0,0,0,0.921112,-0.123128,0.230325,-0.0436085,-0.0366682,0.0762427,0,0,0,0,0.973212,0.0262455,-0.0571482,-0.270383,-0.0779388,0,0,0,0,0,0.952392,-0.242095,0.0450333,0.0612039,0,0,0,0,0,0,0.950143,0.00855786,0.0757174,0,0,0,0,0,0,0,0.908514,0.306362,0,0,0,0,0,0,0,0,0.899723,0.524211,0.4045,0.99874,-0.346946,1.2236,-1.11105,-0.826562,-0.3227,0.233083,0.365192,0.119804,1.17919,0.00912151,0.500134,-0.80074,2.0677,-1.43462,0.601499,-0.264016,1.57385,1.75382,0.488139,0.0146931,0.595339,1.27446,-0.275735,0.216098,2.18756,1.60728,1.28157,1.58785,1.64078,1.33116,1.38171,1.77918,1.32028,1.36266
-11194.6,0.99681,0.00642041,9,511,0,11236.6,-2.29594,9.91476,0.704356,0.241188,0.188097,0.21852,0.417981,0.205603,0.165485,0.279428,0.2533,0.19045,0.9527,-0.00446563,-0.152856,1.55068,1.8095,2.44871,2.02565,-0.780296,-1.43918,1,0.127165,-0.0523192,0.00653751,-0.0154305,0.078708,-0.160718,-0.250739,0.0989184,0,0.991882,0.117485,0.321672,0.100286,-0.116037,0.0184573,-0.0507751,0.244312,0,0,0.991696,0.206963,0.159798,-0.0809047,-0.0747773,-0.169238,0.051601,0,0,0,0.923932,-0.134026,0.197115,-0.066063,-0.0547731,0.0713176,0,0,0,0,0.972731,0.0302421,-0.0701189,-0.274031,-0.115449,0,0,0,0,0,0.96645,-0.213032,0.0281975,0.0576607,0,0,0,0,0,0,0.955811,-0.0124405,0.0721593,0,0,0,0,0,0,0,0.909323,0.304812,0,0,0,0,0,0,0,0,0.898892,0.28502,0.661152,0.718345,-0.0845456,0.99801,-0.630299,-0.981353,-0.129332,1.22339,1.40775,-0.186431,-0.39187,0.380123,1.10442,-0.749738,-0.280112,-0.305871,-0.586355,0.351528,-0.853178,-0.210907,0.0630749,-1.3354,1.06003,-0.0945282,-0.584654,0.160774,2.06232,1.61675,1.27117,1.55908,1.66045,1.33414,1.35467,1.75299,1.35474,1.3713
-11201.1,0.999293,0.00642041,9,1023,0,11247.7,-4.22062,9.96001,0.699557,0.213604,0.17682,0.21247,0.386329,0.211998,0.145052,0.293942,0.264309,0.187542,1.05333,-0.143061,-0.0567159,1.63043,1.74526,2.43851,2.16358,-0.825674,-1.2311,1,0.0956603,-0.0491982,0.0309138,-0.0455695,0.102825,-0.162362,-0.221889,0.108823,0,0.995414,0.0752563,0.33414,0.120025,-0.151932,0.0287696,-0.0585151,0.235334,0,0,0.99595,0.206766,0.125157,-0.0723742,-0.0773708,-0.197906,0.0536972,0,0,0,0.919045,-0.156584,0.216739,-0.0235474,-0.01638,0.0923508,0,0,0,0,0.971254,0.0380154,-0.0540385,-0.273613,-0.0872508,0,0,0,0,0,0.955345,-0.240661,0.013279,0.0440961,0,0,0,0,0,0,0.951542,-0.00438239,0.0816821,0,0,0,0,0,0,0,0.912604,0.30102,0,0,0,0,0,0,0,0,0.902508,1.43092,0.936932,1.77798,0.0165432,2.2057,-0.685403,-0.124837,-0.225741,-0.741309,1.30541,-0.009151,1.28834,0.413221,-0.486282,0.823295,-0.88126,-0.899332,-0.631621,-1.34662,0.544434,-1.14774,-0.321255,-0.776334,1.24662,1.71721,-0.994984,0.102475,1.87045,1.57688,1.27682,1.57143,1.65569,1.33006,1.36375,1.76256,1.30865,1.34957
